external_gene_name	CAI	CBI	Fop	L_aa	tAI
MCF2	0.19	-0.303	0.299	1001	0.32874575486609
ART1	0.515	0.463	0.712	327	0.337929531715026
MCL1	0.384	0.33	0.639	350	0.302556744565943
MCM2	0.549	0.533	0.749	904	0.344544979137371
MCM3	0.386	0.214	0.58	853	0.338610821393755
MCM4	0.305	0.05	0.487	863	0.324412125652621
MCM5	0.576	0.571	0.768	734	0.351775548241961
MCM6	0.255	-0.083	0.417	821	0.327093158335824
MCM7	0.403	0.284	0.613	719	0.340860887342938
CD46	0.206	-0.38	0.276	399	0.308166292527757
SMCP	0.399	0.101	0.544	116	0.409836266082119
ADAM11	0.535	0.531	0.75	769	0.342123456237871
MDFI	0.591	0.592	0.786	246	0.350114200670962
DNAJB9	0.213	-0.325	0.306	223	0.310364661312759
ART3	0.238	-0.176	0.375	389	0.338896668412444
MDH1	0.262	-0.105	0.413	352	0.344481957599119
MDH2	0.46	0.393	0.678	338	0.35495655293976
MDK	0.63	0.667	0.826	143	0.365345242726281
MDM2	0.186	-0.407	0.258	497	0.313138632676124
MDM4	0.21	-0.267	0.327	490	0.317601636116819
ME1	0.218	-0.225	0.341	572	0.333734565716172
ART4	0.295	0.022	0.474	314	0.329263883502048
ME2	0.178	-0.37	0.26	584	0.313408648603881
MEA1	0.321	0.043	0.497	188	0.317054137657049
MECP2	0.463	0.357	0.664	498	0.324607250175002
MEF2A	0.273	-0.079	0.43	505	0.304261819430049
MEF2B	0.474	0.41	0.684	365	0.292611642062172
MEF2C	0.298	-0.017	0.461	483	0.309610427302162
MEF2D	0.494	0.45	0.708	521	0.319993833516863
ARVCF	0.539	0.516	0.74	962	0.316349071268541
MEFV	0.461	0.384	0.671	781	0.329916733803425
MEIS1	0.271	-0.041	0.45	390	0.303167499102046
MEIS2	0.305	0.061	0.507	477	0.300373443240525
MAP3K1	0.239	-0.155	0.384	1512	0.301115068930759
MAP3K3	0.419	0.296	0.622	657	0.326427614068602
MAP3K4	0.251	-0.102	0.409	1608	0.316360425477667
MAP3K5	0.262	-0.062	0.43	1374	0.32147791104148
RAB8A	0.442	0.385	0.668	207	0.355772832008378
MEN1	0.55	0.551	0.76	615	0.334718457066258
MEOX1	0.514	0.458	0.715	254	0.31282821958552
MEOX2	0.38	0.244	0.601	304	0.300954268497325
MEP1A	0.337	0.127	0.533	746	0.33680227940861
MEP1B	0.236	-0.183	0.367	701	0.311780779425167
MEST	0.32	0.144	0.53	335	0.305744940864126
MET	0.242	-0.121	0.401	1408	0.317139422682918
METTL1	0.394	0.265	0.607	276	0.321161987395524
MFAP1	0.278	-0.063	0.436	439	0.329475454271494
MFAP2	0.477	0.406	0.685	183	0.359776867940462
MFAP3	0.247	-0.141	0.39	362	0.316630470260034
MFAP4	0.517	0.502	0.735	279	0.35055272691047
MFGE8	0.536	0.516	0.742	387	0.3574770668131
MELTF	0.584	0.613	0.795	738	0.346740777778418
MFNG	0.486	0.473	0.713	321	0.313238777473006
MGAT1	0.613	0.653	0.813	445	0.332705374103092
SCGB2A1	0.336	0.158	0.547	95	0.352341536854244
MGAT2	0.352	0.173	0.556	447	0.33600213867233
MGAT3	0.733	0.807	0.896	533	0.329919458315256
MGAT5	0.322	0.083	0.51	741	0.35248723997902
SCGB2A2	0.245	-0.024	0.449	93	0.353366560357683
VCX3B	0.5	0.382	0.68	246	0.322079944139029
MIA2	0.169	-0.476	0.216	1412	0.307796447369261
KITLG	0.209	-0.247	0.332	273	0.311000181693813
MGMT	0.389	0.303	0.629	238	0.323844268852993
MGP	0.273	-0.01	0.451	128	0.345466848181846
MGST1	0.204	-0.264	0.311	155	0.306390285371836
MGST2	0.245	-0.071	0.415	147	0.335502252862563
MGST3	0.297	0.057	0.497	152	0.349651362293101
CIITA	0.479	0.449	0.703	1131	0.322486371255937
CD99	0.316	0.053	0.505	185	0.335879707540522
ASAH1	0.229	-0.159	0.379	411	0.312143725818016
MICB	0.395	0.223	0.587	383	0.32334282974579
MID1	0.378	0.232	0.588	667	0.339237939761988
MIF	0.824	0.932	0.964	115	0.36393926175726
CXCL9	0.244	-0.121	0.398	125	0.351697614492646
MIP	0.399	0.282	0.615	263	0.334353417980795
MIPEP	0.237	-0.152	0.378	713	0.315833099534974
MITF	0.321	0.116	0.527	526	0.320773360493666
ATXN3	0.185	-0.309	0.296	361	0.309835891157667
MKI67	0.26	-0.147	0.395	3256	0.304920111242293
MKLN1	0.223	-0.23	0.345	735	0.324851696195731
ASCL1	0.665	0.751	0.87	236	0.342450105807597
MLF1	0.188	-0.377	0.268	299	0.303237083524082
MLH1	0.276	-0.038	0.444	756	0.329839778575824
MAP3K9	0.445	0.372	0.663	1118	0.312173819934769
MAP3K10	0.608	0.65	0.812	954	0.303248413929636
MLN	0.373	0.198	0.57	115	0.359203856614243
MAP3K11	0.529	0.504	0.733	847	0.301899280900991
KMT2A	0.26	-0.136	0.4	3972	0.306264526953582
MLLT1	0.675	0.71	0.849	559	0.332537366262118
AFF1	0.327	0.044	0.5	1218	0.307113754431926
ACHE	0.531	0.537	0.751	617	0.319617508877717
ASCL2	0.628	0.728	0.853	193	0.283400665545857
MLLT3	0.279	-0.085	0.43	568	0.296448512542754
AFDN	0.288	-0.019	0.455	1781	0.317086081350612
MLLT6	0.501	0.456	0.714	1093	0.321236322592202
FOXO4	0.407	0.286	0.62	505	0.296568012556372
NR3C2	0.268	-0.082	0.43	984	0.317001269128988
TRPM1	0.338	0.153	0.545	1642	0.337038139998715
MME	0.229	-0.201	0.358	750	0.348052647550708
MMP1	0.266	-0.127	0.406	469	0.332134328611796
MMP2	0.515	0.432	0.701	660	0.353242733463658
MMP3	0.259	-0.157	0.385	477	0.320690944362302
MMP7	0.247	-0.127	0.399	267	0.308663240117359
MMP8	0.246	-0.168	0.379	467	0.327493399515165
RGS21	0.221	-0.281	0.319	152	0.35613614380396
ASTL	0.432	0.359	0.657	431	0.296050339388934
LHX8	0.298	0.053	0.496	356	0.309200008915378
MMP9	0.555	0.562	0.768	707	0.324197450702017
MMP10	0.259	-0.145	0.394	476	0.322427365755702
ASGR1	0.581	0.632	0.804	291	0.336365786117181
MMP11	0.517	0.459	0.711	488	0.31820743486174
MMP12	0.243	-0.174	0.376	470	0.329707383215228
MMP13	0.255	-0.126	0.401	471	0.312894585744076
MMP14	0.491	0.426	0.695	582	0.337969853461923
SLURP2	0.543	0.584	0.777	97	0.330901346403868
MMP15	0.592	0.619	0.797	669	0.319229008653236
MMP16	0.259	-0.134	0.398	607	0.317076294327022
MMP17	0.618	0.632	0.804	603	0.316167661770821
MMP19	0.386	0.228	0.589	508	0.323947266536618
ALDH6A1	0.277	-0.064	0.435	535	0.335477125569134
ASGR2	0.493	0.426	0.697	311	0.34440114806887
MN1	0.568	0.577	0.78	1320	0.323128429564046
MNAT1	0.214	-0.209	0.351	309	0.342863129702855
MNDA	0.235	-0.2	0.367	407	0.339557313600085
MNT	0.53	0.48	0.724	582	0.31653981779043
MOBP	0.459	0.371	0.665	206	0.304492181396754
MOCS1	0.487	0.463	0.71	636	0.334899063229984
MOCS2	0.216	-0.183	0.37	188	0.312163278123158
ASIP	0.526	0.542	0.754	132	0.340735750091357
MOG	0.3	0.109	0.51	295	0.302056803140176
MOS	0.443	0.438	0.695	346	0.314639656259266
MOV10	0.458	0.395	0.672	1003	0.324592440878661
CD200	0.361	0.22	0.582	294	0.331462241385081
ASL	0.524	0.549	0.756	464	0.333937188022123
MPG	0.48	0.435	0.697	298	0.315213361527858
MPI	0.454	0.372	0.664	423	0.345979520360944
MPL	0.422	0.305	0.627	635	0.311235992492095
MPO	0.565	0.588	0.776	745	0.341190418400153
MPP1	0.383	0.224	0.588	466	0.343685038757564
MPP2	0.5	0.474	0.716	597	0.329251863554512
MPP3	0.419	0.312	0.631	610	0.330791732193806
MPST	0.683	0.736	0.859	317	0.32444344902791
MPV17	0.373	0.263	0.6	176	0.33756882650483
MPZ	0.456	0.413	0.686	248	0.332258704011987
MRC1	0.241	-0.191	0.372	1456	0.325807946161925
MRE11	0.19	-0.344	0.281	708	0.3047548408044
ABCC1	0.509	0.52	0.741	1531	0.352874865192025
ASMT	0.422	0.327	0.638	373	0.343510216192782
KLK14	0.49	0.473	0.715	267	0.331821311364349
KLK12	0.48	0.481	0.722	254	0.314292016414
GET3	0.592	0.602	0.788	348	0.360490174379202
KRTAP5-5	0.536	0.475	0.736	237	0.423475182591613
MXRA7	0.422	0.295	0.631	213	0.318347283500106
IFIT1B	0.243	-0.119	0.397	474	0.352432526496596
ASNS	0.23	-0.194	0.361	561	0.32537627909415
KRTAP5-2	0.534	0.456	0.726	177	0.417647045548938
KRTAP5-6	0.54	0.442	0.719	129	0.444784733926413
TMEM41B	0.182	-0.298	0.3	291	0.308170932359161
KRTAP5-7	0.542	0.452	0.726	165	0.43644590070784
KRTAP5-11	0.563	0.486	0.742	156	0.445878907790004
IQSEC3	0.624	0.676	0.828	1182	0.338596033043174
ZNF705A	0.229	-0.212	0.353	300	0.315831713492932
SMCO3	0.234	-0.114	0.397	225	0.348255181940828
H3-5	0.432	0.327	0.632	135	0.333579251960673
DBX2	0.33	0.129	0.535	339	0.305183682227493
PLEKHG7	0.222	-0.134	0.381	379	0.3176722958732
ALG11	0.196	-0.263	0.319	492	0.327318923035483
MZT1	0.237	-0.067	0.423	82	0.321712627095809
OR11H12	0.255	-0.072	0.42	326	0.325040768598339
RNASE13	0.381	0.248	0.597	156	0.354469928607719
CCDC196	0.24	-0.132	0.391	297	0.34383966460214
CCDC88C	0.536	0.53	0.747	2028	0.341743633821341
GOLGA8B	0.352	0.166	0.556	603	0.338283244850745
EIF2AK4	0.285	0.013	0.469	1649	0.328140861599894
UNC13C	0.219	-0.247	0.337	2214	0.320894220484498
GOLGA6L9	0.37	0.18	0.557	432	0.325133684025647
SMIM22	0.534	0.556	0.762	88	0.33237280473027
NPIPB15	0.273	-0.062	0.424	443	0.302899533427729
CTRB2	0.68	0.728	0.856	263	0.363064287053155
RNASEK	0.398	0.356	0.651	137	0.31867492515204
GPR179	0.37	0.173	0.561	2367	0.318720558432284
HSBP1L1	0.26	0.036	0.478	74	0.344944477808725
PLIN5	0.624	0.646	0.811	463	0.335072536006336
ZNF506	0.207	-0.323	0.301	444	0.335635407741581
ZNF724	0.222	-0.3	0.32	619	0.345986829290112
PSG8	0.29	0.071	0.5	426	0.306096055820003
PRAMEF11	0.364	0.265	0.594	478	0.331188997317048
PRAMEF6	0.368	0.262	0.594	476	0.332745865527906
HNRNPCL2	0.308	-0.011	0.472	293	0.358290329568629
UQCRHL	0.316	0.106	0.528	91	0.320054236387369
MICOS10	0.23	-0.096	0.417	78	0.307357929146318
CFAP144	0.369	0.18	0.558	134	0.328195690813656
ZYG11A	0.251	-0.067	0.42	759	0.323533437049424
BCL2L15	0.288	-0.004	0.465	163	0.362108557997128
NUDT4B	0.284	-0.002	0.469	181	0.320122477562257
H2BC18	0.674	0.754	0.869	134	0.350451822470456
ETV3L	0.446	0.364	0.658	361	0.319629567846498
LRRC52	0.401	0.35	0.647	313	0.333501196265952
RHEX	0.37	0.176	0.567	172	0.316383119769882
TRIM67	0.559	0.57	0.773	783	0.350698167174637
MAP1LC3C	0.513	0.486	0.723	147	0.329215181460728
RIMBP3B	0.489	0.465	0.713	1639	0.31775557661639
PIWIL3	0.225	-0.165	0.372	882	0.311765416991699
SHISA8	0.659	0.765	0.874	397	0.292746476256915
ODF3B	0.616	0.679	0.83	253	0.302628500115728
CAPN14	0.425	0.328	0.636	684	0.338520958648196
TMEM89	0.501	0.522	0.738	159	0.296927923347351
IQCF6	0.447	0.495	0.716	107	0.305755051524181
UQCC5	0.41	0.312	0.621	70	0.331814028349548
MTHFD2L	0.21	-0.202	0.35	347	0.299247725201808
TMEM150C	0.261	-0.039	0.441	249	0.326793276801204
C4orf47	0.202	-0.411	0.262	309	0.318091560441461
MARCHF11	0.39	0.306	0.63	402	0.299893828596282
C6orf226	0.453	0.429	0.694	101	0.277109187710479
TMEM151B	0.683	0.804	0.896	566	0.313091206890604
OOEP	0.373	0.25	0.593	149	0.309651127907576
CALHM6	0.453	0.424	0.69	315	0.332605675819854
ZNF716	0.226	-0.258	0.34	495	0.327399586559236
TYW1B	0.289	0.002	0.469	668	0.330221843730814
SPDYE3	0.441	0.346	0.648	549	0.326611490759358
SPDYE2	0.431	0.366	0.655	402	0.316489653065625
AKR1B15	0.377	0.195	0.572	344	0.349561144411104
CTAGE15	0.188	-0.37	0.269	777	0.313215034006781
OR4F21	0.297	0.083	0.503	312	0.317349449367924
AARD	0.458	0.469	0.711	155	0.308611860691343
LRRC24	0.621	0.715	0.843	513	0.311590326523561
NUTM2G	0.424	0.28	0.62	741	0.31599916246373
STPG3	0.478	0.413	0.687	386	0.298891102454364
NRARP	0.834	0.95	0.973	114	0.373214573223717
CENPVL2	0.646	0.726	0.853	272	0.304205786605511
RTL8B	0.638	0.722	0.849	113	0.321129189364319
CT45A3	0.227	-0.271	0.322	189	0.326057002594992
CT45A5	0.227	-0.263	0.328	189	0.327364564240857
SPANXN4	0.282	-0.132	0.412	99	0.355584619696959
PGAM4	0.425	0.308	0.628	254	0.340540324143194
CDNF	0.344	0.138	0.539	187	0.344093486544791
FRG2B	0.344	0.091	0.522	278	0.324326950281228
OR5B3	0.275	-0.016	0.455	314	0.329032824118288
TSPAN11	0.587	0.651	0.811	253	0.37024650811212
OR9K2	0.243	-0.101	0.399	335	0.321828051631055
OR4Q3	0.304	0.105	0.512	313	0.340486160632128
OR4M1	0.28	0.048	0.478	313	0.33388290892284
TARM1	0.327	0.1	0.52	279	0.322873208147416
ANKRD65	0.585	0.653	0.811	399	0.298728514316987
PRAMEF7	0.432	0.381	0.661	474	0.329741371017293
PRAMEF25	0.367	0.264	0.595	478	0.328096268399429
BECN2	0.479	0.442	0.699	431	0.344215894790878
OR13G1	0.313	0.085	0.502	307	0.337075116770231
SULT1C3	0.28	-0.055	0.439	304	0.335939390157816
GALNTL6	0.313	0.047	0.488	601	0.328535398718066
OR2B3	0.274	0.006	0.459	313	0.324817805757387
OR2J1	0.248	-0.038	0.433	312	0.299341153971714
OR2J3	0.261	-0.021	0.446	311	0.307113928629655
OR14J1	0.27	0.013	0.459	321	0.323441212829443
OR10C1	0.488	0.503	0.727	312	0.328688994384994
PTCHD4	0.368	0.27	0.604	846	0.324081166809971
RFPL4B	0.326	0.112	0.522	263	0.320251844825456
ZNF727	0.237	-0.227	0.35	499	0.34421254035213
OR2A2	0.368	0.281	0.607	318	0.340040748127926
FOXB2	0.612	0.67	0.828	432	0.310099774077352
FAM47C	0.372	0.167	0.558	1035	0.280338808589485
SPDYE5	0.43	0.372	0.658	402	0.316887423997528
LMOD2	0.309	0.02	0.477	547	0.325555499176752
PRY2	0.264	0.015	0.461	147	0.323222774380373
BPY2B	0.254	-0.054	0.422	106	0.305285165417517
BPY2C	0.254	-0.054	0.422	106	0.305285165417517
ASPA	0.221	-0.226	0.342	313	0.33423737240132
MYO1B	0.265	-0.054	0.432	1136	0.352180233654165
CITED1	0.365	0.147	0.555	219	0.329801307388421
MSH2	0.207	-0.232	0.341	934	0.335145071463826
MSH3	0.216	-0.213	0.35	1137	0.315710191885216
MSH4	0.176	-0.371	0.263	936	0.314298564178361
MSH5	0.369	0.247	0.591	835	0.326044427640641
ASPH	0.245	-0.148	0.393	758	0.314020001732769
MSI1	0.5	0.461	0.718	362	0.326174777422298
IGFL4	0.408	0.279	0.613	124	0.348271089039302
ASS1	0.514	0.487	0.726	412	0.365570712003979
ARHGEF35	0.295	-0.016	0.465	484	0.319141206720125
SULT1A4	0.564	0.57	0.772	295	0.337251999223675
TRIM6-TRIM34	0.306	0.068	0.498	842	0.329844584900231
ZNG1C	0.194	-0.242	0.33	395	0.317132216510428
POTEE	0.334	0.124	0.534	1075	0.347114703628145
PALM2AKAP2	0.346	0.113	0.531	1103	0.322042460083846
MSMB	0.322	0.043	0.5	114	0.365180382171613
MSN	0.452	0.336	0.644	577	0.382570410670258
MSR1	0.217	-0.222	0.347	469	0.308958779785405
MSRA	0.39	0.241	0.604	235	0.335340866602764
MST1	0.474	0.426	0.695	725	0.327131590663501
MST1R	0.421	0.309	0.63	1400	0.313288299335377
MSX1	0.611	0.69	0.836	303	0.310197400818866
MSX2	0.501	0.48	0.725	267	0.302455838890832
FRG2	0.34	0.078	0.516	279	0.326600878548925
KPRP	0.357	0.079	0.517	579	0.324520458691594
LCE6A	0.301	-0.082	0.436	80	0.324293636884854
MT1A	0.647	0.596	0.797	61	0.479766764719072
MT1B	0.599	0.503	0.75	61	0.475939199680471
MT1E	0.436	0.323	0.642	127	0.348806438303254
MT1F	0.623	0.6	0.8	61	0.482532625175388
MT1G	0.667	0.641	0.82	62	0.495861043621428
MT1H	0.692	0.67	0.833	61	0.508168331937976
MT1M	0.659	0.669	0.833	61	0.462134208012675
MT1X	0.62	0.569	0.783	61	0.489279248133869
MT2A	0.684	0.669	0.833	61	0.501341737501794
MT3	0.6	0.493	0.746	68	0.450314046637011
MTAP	0.276	-0.003	0.463	283	0.315890053804672
MTCP1	0.292	0.127	0.525	107	0.29987158353205
MTF1	0.29	-0.057	0.445	753	0.303691045100256
NUDT1	0.562	0.537	0.754	179	0.345147710452727
MTHFD1	0.285	0.006	0.467	935	0.329687352150451
MTHFR	0.512	0.477	0.72	697	0.339060065732439
MTIF2	0.171	-0.394	0.256	727	0.316197506596775
MTM1	0.205	-0.257	0.321	603	0.31559372785673
MYO1F	0.586	0.612	0.792	1098	0.354528188817532
MTNR1A	0.499	0.534	0.746	350	0.35485541369804
MTNR1B	0.546	0.562	0.761	362	0.359750815312164
MTTP	0.259	-0.052	0.435	921	0.331714659908856
MTR	0.272	-0.036	0.444	1265	0.339304998328441
MTRR	0.232	-0.131	0.393	725	0.307128638911184
MTX1	0.475	0.422	0.688	466	0.299008434991782
MUC1	0.397	0.204	0.586	484	0.301154354235113
MUC3A	0.354	0.059	0.511	3323	0.252653114515372
MUC4	0.34	0.09	0.528	5412	0.258531631107698
MUC5AC	0.489	0.342	0.66	5654	0.298481945590418
MUC6	0.513	0.441	0.709	2439	0.301806085832803
MUC7	0.238	-0.379	0.286	377	0.285154009492813
TRIM37	0.202	-0.307	0.302	964	0.310014882119337
MUSK	0.31	0.059	0.496	869	0.330209819328135
MMUT	0.189	-0.363	0.268	750	0.324077357031026
MUTYH	0.423	0.318	0.636	546	0.326708301451212
MVD	0.599	0.633	0.804	400	0.334186816438581
MVK	0.431	0.394	0.672	396	0.329965765829928
MX1	0.4	0.293	0.619	662	0.352771723689967
ASTN1	0.446	0.368	0.662	1294	0.334106214403742
MX2	0.376	0.24	0.59	715	0.352218064813753
MXI1	0.376	0.232	0.588	295	0.313760169030298
MYB	0.26	-0.111	0.412	761	0.308794078645966
MYBL1	0.186	-0.381	0.265	752	0.318242291617407
MYBPC1	0.281	-0.091	0.422	1173	0.337279252036254
MYBL2	0.515	0.449	0.705	700	0.33249341279455
MYBPC2	0.522	0.505	0.738	1141	0.347372455532477
MYBPC3	0.556	0.532	0.752	1274	0.339383847708219
MYBPH	0.526	0.473	0.72	477	0.333327249185682
MYC	0.501	0.473	0.721	454	0.33053620507844
MYCL	0.468	0.407	0.687	394	0.332138737655383
MYCN	0.561	0.584	0.78	464	0.323669072365303
MYD88	0.462	0.387	0.668	317	0.329208728579688
GADD45B	0.619	0.697	0.838	160	0.370485884977556
MYF5	0.437	0.327	0.644	255	0.328718719664255
MYF6	0.412	0.303	0.626	242	0.326724280621624
MYH1	0.375	0.193	0.568	1939	0.372682490498896
SERPINC1	0.374	0.215	0.581	464	0.344825154209827
MYH2	0.38	0.212	0.577	1941	0.372647639649233
MYH3	0.428	0.325	0.638	1940	0.369447807698387
MYH4	0.359	0.167	0.555	1939	0.369658281061301
MYH6	0.618	0.641	0.808	1939	0.385241527500753
MYH7	0.608	0.611	0.791	1935	0.382279277708271
MYH8	0.335	0.128	0.534	1937	0.364277095549176
MYH9	0.642	0.675	0.825	1960	0.389151256364915
MYH10	0.333	0.134	0.533	2007	0.35778991223167
MYH11	0.529	0.519	0.742	1979	0.377684768008044
ZFHX3	0.416	0.289	0.626	3703	0.335343942096989
MYL1	0.335	0.063	0.508	194	0.361808016374056
MYL2	0.443	0.305	0.635	166	0.393787042566553
MYL3	0.493	0.387	0.677	195	0.363999794959394
MYL4	0.455	0.317	0.642	197	0.372189991272282
MYL5	0.646	0.69	0.836	173	0.393300782282975
MYL6	0.456	0.339	0.653	151	0.357336330936764
MYLK	0.426	0.306	0.634	1914	0.341444232999329
MYO1A	0.407	0.311	0.629	1043	0.357680091949202
MYO1C	0.557	0.561	0.762	1063	0.343625331684747
MYO1D	0.295	0.036	0.482	1006	0.345314620519829
MYO1E	0.347	0.165	0.553	1108	0.349345463111173
MYO5A	0.295	0.037	0.479	1855	0.341371108720845
MYO5B	0.426	0.343	0.646	1848	0.354657898588664
MYO6	0.215	-0.252	0.327	1285	0.332827521911435
MYO7A	0.604	0.627	0.799	2215	0.3550463650702
MYO7B	0.594	0.621	0.795	2116	0.350683626618573
MYO9A	0.221	-0.203	0.353	2548	0.322126272177976
MYO9B	0.571	0.59	0.78	2022	0.351954677647085
MYO10	0.404	0.305	0.627	2058	0.342333399504772
MYOC	0.399	0.269	0.608	504	0.333345697619795
MYOD1	0.668	0.73	0.857	320	0.310198241537258
MYOG	0.607	0.618	0.795	224	0.333318027537777
PPP1R12A	0.193	-0.365	0.276	1030	0.303677531985215
ATF1	0.208	-0.284	0.321	271	0.310909029240291
PPP1R12B	0.294	-0.03	0.45	1043	0.310990162787079
MYT1	0.498	0.42	0.695	1121	0.342276097790945
NAB1	0.261	-0.062	0.432	487	0.31970306807398
NAB2	0.447	0.382	0.668	525	0.303352486923716
NACA	0.238	-0.215	0.365	925	0.306690689336821
NAGA	0.512	0.485	0.721	411	0.353902749934581
NAGLU	0.56	0.568	0.768	743	0.335847784520247
ATF3	0.363	0.2	0.571	181	0.354517438454825
HNRNPM	0.345	0.137	0.539	730	0.320237574421294
NAIP	0.241	-0.112	0.401	1403	0.326641352995335
NAP1L1	0.195	-0.405	0.26	391	0.340945563259933
NAP1L2	0.219	-0.255	0.336	460	0.335810993374605
NAP1L3	0.26	-0.163	0.389	506	0.325645667584622
NAP1L4	0.248	-0.163	0.391	375	0.329466079850126
NARS1	0.25	-0.123	0.397	548	0.323019771422357
NASP	0.24	-0.218	0.367	788	0.341920010105202
ATF4	0.352	0.147	0.549	351	0.326428657366267
CEACAM6	0.354	0.186	0.569	344	0.317860439373113
NBL1	0.57	0.517	0.748	216	0.343019009280546
NUBP1	0.376	0.249	0.6	320	0.337848333129951
NBN	0.182	-0.407	0.253	754	0.317335495505018
NCAM1	0.462	0.368	0.667	884	0.353666610565001
NCAM2	0.211	-0.258	0.33	837	0.320354408271696
NCBP1	0.224	-0.193	0.358	790	0.320348229454038
NCF2	0.385	0.232	0.594	526	0.367900644736247
NCF4	0.48	0.438	0.699	348	0.31855339586386
NCK1	0.195	-0.334	0.299	377	0.325586847656214
NCL	0.247	-0.238	0.36	710	0.335863418285111
NDN	0.614	0.655	0.815	321	0.325725901724402
NDP	0.417	0.338	0.643	133	0.305962372356408
NDUFA1	0.292	0.014	0.462	70	0.32875686531101
NDUFA2	0.407	0.352	0.649	99	0.31980302380158
NDUFA3	0.591	0.639	0.81	84	0.356491353170396
NDUFA4	0.323	0.048	0.487	81	0.342370031557699
NDUFA5	0.191	-0.288	0.303	116	0.334114112680661
ACLY	0.433	0.346	0.651	1101	0.347386100761055
NDUFA6	0.375	0.206	0.576	154	0.318247800908232
NDUFA7	0.504	0.453	0.706	113	0.328203171108855
NDUFA8	0.319	0.038	0.488	172	0.322094388714344
NEB	0.321	0.049	0.497	8560	0.362741560840079
NDUFA9	0.248	-0.09	0.412	377	0.303697304553397
NDUFA10	0.353	0.19	0.565	355	0.328236714308791
NDUFAB1	0.278	0.097	0.51	156	0.320635450516412
NDUFB1	0.245	0.01	0.464	105	0.312979710535493
NDUFB2	0.333	0.105	0.52	105	0.287916815451033
NDUFB3	0.208	-0.347	0.297	98	0.31227121955292
ATIC	0.243	-0.128	0.399	592	0.334368560479692
NDUFB4	0.295	0.05	0.476	129	0.318720692057486
NDUFB5	0.206	-0.22	0.335	189	0.309151750712967
NDUFB6	0.266	-0.092	0.415	128	0.307883382472335
NDUFB7	0.724	0.785	0.884	137	0.349953788889667
NDUFB8	0.418	0.261	0.611	186	0.331751096641649
NDUFB9	0.342	0.144	0.542	179	0.330031211922625
NDUFB10	0.537	0.479	0.722	172	0.400889405405461
NDUFC1	0.345	0.253	0.589	76	0.310604940013563
NDUFC2	0.284	0.031	0.466	119	0.302929967512872
NDUFS1	0.211	-0.256	0.326	741	0.322252721087133
ATM	0.18	-0.312	0.291	3056	0.318380665680908
NDUFS2	0.325	0.077	0.503	463	0.333729621823427
NDUFS3	0.372	0.225	0.584	264	0.321000739762927
NDUFV1	0.504	0.438	0.699	464	0.340104828985042
NDUFS4	0.209	-0.263	0.327	175	0.292130354324997
NDUFS5	0.284	-0.043	0.436	106	0.325549353593439
NDUFS6	0.405	0.323	0.639	124	0.324920362953196
NDUFS8	0.629	0.631	0.801	210	0.356546348335778
NDUFV2	0.21	-0.271	0.325	249	0.324367402120667
RERE	0.458	0.342	0.652	1566	0.30705256907444
NDUFV3	0.289	-0.029	0.462	473	0.313211929579401
DRG1	0.278	-0.037	0.44	367	0.348342837264525
NEDD4	0.195	-0.343	0.284	1319	0.301205712213647
SEPTIN2	0.289	0.007	0.465	396	0.325491848284871
RPL10A	0.462	0.423	0.69	217	0.371341128410616
NEDD8	0.321	0.097	0.506	81	0.350398855193966
NEDD9	0.388	0.236	0.595	834	0.333443409921005
ATOH1	0.482	0.445	0.706	354	0.314812060830153
NEFM	0.435	0.316	0.643	916	0.349527872746312
LRRC37A2	0.271	-0.083	0.427	1700	0.307042832097042
NSFP1	0.271	-0.083	0.427	1700	0.307042832097042
SPIN2B	0.261	-0.124	0.402	258	0.326576255092443
GIMAP6	0.392	0.271	0.609	362	0.338650732051735
LRRC18	0.495	0.51	0.73	261	0.348499024344727
H2AB2	0.513	0.547	0.752	115	0.297888977112995
H2AB1	0.511	0.546	0.752	115	0.296240714888496
F8A2	0.693	0.806	0.896	371	0.332687373009251
F8A3	0.693	0.806	0.896	371	0.332687373009251
NEFH	0.516	0.42	0.699	1020	0.362012162595594
NELL1	0.285	-0.024	0.457	838	0.342988486543498
NEFL	0.541	0.536	0.753	543	0.356804242792619
ATOX1	0.356	0.184	0.569	68	0.35894633595884
NEK1	0.176	-0.417	0.244	1286	0.320895651282192
NEK2	0.23	-0.122	0.387	445	0.331787197677294
NEK3	0.225	-0.183	0.365	506	0.324541269504374
NELL2	0.271	-0.084	0.425	866	0.340104859324234
NEO1	0.265	-0.118	0.408	1461	0.310430440064227
NEU1	0.426	0.334	0.645	415	0.309740571159466
NEU2	0.54	0.547	0.759	380	0.336195447300704
ATP1A1	0.324	0.097	0.514	1023	0.350253717645157
NEUROD1	0.461	0.369	0.668	356	0.320420872587412
NEUROD2	0.632	0.717	0.85	382	0.323178104631789
NEUROG1	0.596	0.642	0.807	237	0.293993584401195
NF1	0.217	-0.197	0.356	2839	0.313884278428907
ATP1A2	0.509	0.478	0.719	1020	0.359169342270571
NF2	0.391	0.239	0.589	595	0.358878067605326
NFATC1	0.558	0.584	0.78	943	0.307893633482134
NFATC2	0.49	0.451	0.71	925	0.327949172226649
NFIA	0.291	-0.037	0.454	554	0.285746882280625
NFATC3	0.204	-0.336	0.294	1075	0.289508749697527
NFATC4	0.432	0.294	0.627	964	0.303466400196737
NFE2	0.389	0.254	0.598	373	0.308857314059391
