external_gene_name	CAI	CBI	Fop	L_aa	tAI
Uqcrq	0.644	0.556	0.759	82	0.146251526691968
Uqcrc1	0.529	0.288	0.618	480	0.165901417204563
Urod	0.424	0.071	0.5	367	0.156821866861814
Uros	0.438	0.029	0.482	265	0.165637626986885
Usf1	0.51	0.218	0.587	310	0.159297919193138
Usf2	0.552	0.325	0.645	346	0.166069079671181
Ush2a	0.427	0.045	0.494	5193	0.154622706276111
Usp9x	0.305	-0.308	0.297	2554	0.147906660141273
Utf1	0.535	0.388	0.67	339	0.147437143163927
Scgb1a1	0.472	0.243	0.587	96	0.161732301881235
Utrn	0.437	0.124	0.528	3430	0.162006575828886
Kdm6a	0.329	-0.265	0.329	1424	0.149215382603459
Uty	0.295	-0.353	0.281	1212	0.146976078756056
Slc45a2	0.441	0.141	0.541	530	0.155882146460128
Uxt	0.446	0.19	0.559	157	0.147420538037566
Cdh23	0.59	0.44	0.7	3352	0.161643528382693
Vmn1r51	0.37	0.023	0.459	329	0.140136574751816
Vmn1r45	0.381	0.079	0.487	318	0.142347258730493
Vmn2r89	0.288	-0.356	0.271	507	0.138883146584651
Vmn2r37	0.338	-0.167	0.372	802	0.146938687075174
Vmn2r30	0.344	-0.16	0.377	852	0.147434592852106
Vmn2r10	0.332	-0.223	0.345	847	0.144798943570181
Vmn2r42	0.33	-0.199	0.357	852	0.147427618566283
Vmn2r32	0.333	-0.19	0.362	852	0.147423734177228
Vmn2r107	0.327	-0.23	0.338	861	0.147984221598782
Vmn2r104	0.327	-0.219	0.343	860	0.148547274659136
Vamp1	0.467	0.074	0.509	118	0.167366391446501
Vamp2	0.591	0.427	0.691	116	0.170389042732812
Vamp3	0.42	0.129	0.531	103	0.158090926253005
Vamp8	0.513	0.369	0.656	101	0.167558386127399
Vars	0.546	0.351	0.652	1263	0.164569654702406
Sox21	0.759	0.819	0.905	276	0.180116067608164
Vasp	0.514	0.222	0.592	375	0.159831636481555
Vav1	0.536	0.305	0.627	845	0.17135129209143
Vav2	0.572	0.394	0.676	868	0.171900261263149
Farp1	0.547	0.355	0.655	1048	0.164128502503624
Stk24	0.49	0.249	0.597	431	0.168573947284152
Vax1	0.594	0.521	0.745	338	0.165397204902415
Timm8a2	0.601	0.556	0.758	97	0.170999734830694
Ggact	0.555	0.323	0.641	149	0.164753090589285
Vbp1	0.339	-0.214	0.353	196	0.161113641654724
Itgbl1	0.427	-0.065	0.443	494	0.19938401006356
Vcam1	0.381	-0.026	0.453	739	0.155131476211706
Vcl	0.431	0.051	0.492	1066	0.168672383667174
Vdac1	0.493	0.233	0.596	283	0.164947735054146
Ugt3a2	0.346	-0.112	0.399	523	0.147309856401845
Vdac2	0.405	-0.093	0.427	295	0.162895542740385
Vdac3	0.376	-0.132	0.404	283	0.158215142150703
Vdr	0.595	0.448	0.702	422	0.168252451873822
Vegfa	0.523	0.371	0.666	392	0.167734931758974
Vegfb	0.54	0.289	0.623	207	0.170926253862172
Vegfc	0.443	0.042	0.496	415	0.172164411829906
Lin7b	0.612	0.452	0.704	207	0.169266384801742
Lin7c	0.33	-0.14	0.389	197	0.14854340777838
Otulinl	0.424	0.191	0.561	303	0.150277716034443
Trio	0.527	0.35	0.652	3103	0.165851392859964
Vezf1	0.44	0.08	0.517	518	0.152799040865021
Dap	0.497	0.112	0.541	102	0.1694540735854
Marchf6	0.355	-0.069	0.418	909	0.15293847519587
Vhl	0.546	0.418	0.684	181	0.153783402284396
Nipal2	0.365	-0.023	0.447	383	0.143380207324046
Slc32a1	0.691	0.682	0.829	525	0.176030462722303
Vil1	0.543	0.342	0.652	827	0.169471907578325
Dcaf13	0.368	-0.185	0.371	445	0.155974040667457
Ezr	0.621	0.518	0.74	586	0.176752371442906
Vill	0.547	0.366	0.664	859	0.169727642612864
Abra	0.46	0.112	0.526	375	0.160778236910273
Vim	0.581	0.436	0.695	466	0.167092610650044
Eny2	0.322	-0.117	0.392	101	0.163223045088225
Vip	0.421	0.02	0.473	171	0.1502381856365
Vipr1	0.604	0.522	0.742	459	0.165199011294624
Vipr2	0.478	0.264	0.6	437	0.156426436059356
Vldlr	0.426	0.003	0.473	873	0.175872390585297
Washc5	0.434	0.132	0.527	1159	0.156187044111156
Nrsn1	0.493	0.199	0.577	196	0.165837320097643
Cyrib	0.328	-0.205	0.355	324	0.142291822223268
Kcnk9	0.53	0.284	0.617	402	0.170748408582948
Vnn1	0.448	0.118	0.533	512	0.156585200450591
Vpreb1a	0.531	0.284	0.615	142	0.159218129554862
Them6	0.607	0.581	0.767	207	0.159773296972643
Vpreb1b	0.538	0.297	0.622	142	0.160409332008144
Vpreb3	0.543	0.277	0.62	123	0.160997453848581
Zc3h3	0.51	0.235	0.593	950	0.158719203899969
Mroh6	0.484	0.264	0.598	722	0.152797573004636
Naprt	0.5	0.267	0.603	538	0.15878865032494
Ccdc166	0.538	0.432	0.69	449	0.153825081162241
Nrbp2	0.519	0.334	0.64	258	0.158442705557515
Vps45	0.401	0.029	0.476	570	0.153195059406602
Mroh1	0.56	0.41	0.681	1640	0.167420143052441
Lrrc14	0.497	0.299	0.615	493	0.159175414205465
C030006K11Rik	0.552	0.443	0.7	218	0.150980431170051
Arhgap39	0.558	0.343	0.651	1109	0.160935568871164
Zfp7	0.475	0.154	0.551	685	0.169835634565026
Vrk1	0.393	-0.043	0.442	440	0.161118818289781
Apol9a	0.448	0.129	0.528	310	0.161391818652699
Trpv2	0.525	0.351	0.648	756	0.160189218051499
Ankrd54	0.57	0.471	0.713	299	0.165384368737748
Eif3l	0.571	0.418	0.689	564	0.16480021478109
Tmem184b	0.65	0.588	0.779	407	0.164901260428418
Tomm22	0.451	0.243	0.594	142	0.156517574574563
Sun2	0.544	0.364	0.658	731	0.159905653713803
Vtn	0.515	0.265	0.612	478	0.160826913989076
Mrtfa	0.559	0.314	0.636	964	0.160613805000463
Cyp2d34	0.503	0.254	0.597	504	0.157455893231913
Vwf	0.541	0.311	0.636	2813	0.180913897857656
Mcat	0.582	0.463	0.714	381	0.169362591249809
Ttll12	0.63	0.516	0.741	639	0.165588518089061
Mpped1	0.612	0.467	0.716	326	0.163483934336607
Wap	0.488	0.222	0.587	134	0.18595696554139
Rtl6	0.528	0.301	0.621	243	0.149763653085688
5031439G07Rik	0.612	0.504	0.736	447	0.165941586429796
Wars1	0.538	0.314	0.636	481	0.167593436903174
Gramd4	0.541	0.34	0.643	633	0.16201160456595
Cerk	0.547	0.391	0.674	531	0.165758692834419
Tbc1d22a	0.516	0.279	0.613	516	0.159215370453198
Was	0.427	-0.027	0.458	520	0.148864062144303
Wbp1	0.459	0.102	0.522	304	0.164696108385286
Brd1	0.49	0.215	0.58	1189	0.167364479289395
Zbed4	0.437	0.095	0.517	1168	0.156916240769006
Alg12	0.461	0.256	0.594	486	0.151639479720539
Pim3	0.65	0.591	0.779	326	0.175310767521157
Selenoo	0.503	0.281	0.614	666	0.161847357600112
Wbp2	0.559	0.283	0.633	261	0.16245157227853
Adm2	0.467	0.214	0.572	150	0.14799655050776
Fmnl3	0.536	0.316	0.631	1028	0.167229095798898
Wbp4	0.371	-0.169	0.392	376	0.16092654111812
Smgc	0.328	-0.312	0.316	733	0.142282577985032
Tceal9	0.46	0.121	0.53	104	0.164312667737239
Mroh2b	0.411	0.098	0.506	1581	0.155969984506944
Gxylt1	0.418	0.095	0.511	435	0.157648352742526
Pphln1	0.395	-0.022	0.456	381	0.146496820990458
Adamts20	0.431	0.082	0.515	1906	0.167757240712178
Eif4h	0.416	0.036	0.486	248	0.146176979512203
Dbx2	0.51	0.263	0.604	377	0.152764530210928
Baz1b	0.427	0.051	0.491	1479	0.164345709339834
Rapgef3	0.546	0.386	0.668	926	0.159878132421078
Senp1	0.388	-0.051	0.441	640	0.149943963083264
Wdr1	0.498	0.2	0.58	606	0.166384232244987
Rnd1	0.502	0.276	0.612	232	0.164062768754823
Wee1	0.398	0.011	0.472	646	0.149637066297739
Krt73	0.557	0.362	0.658	539	0.171848183277573
Krt79	0.574	0.411	0.686	531	0.169328044243083
Spryd3	0.536	0.336	0.646	442	0.167189039636455
Soat2	0.548	0.422	0.685	525	0.155587671433597
Aaas	0.42	0.047	0.491	546	0.15237735399471
Atf7	0.411	-0.045	0.448	483	0.152391052049002
Gtsf2	0.37	-0.19	0.376	154	0.168951700139174
Wfs1	0.644	0.57	0.769	890	0.168082204619201
Rmi2	0.595	0.523	0.743	149	0.165059660311794
Cpped1	0.541	0.37	0.666	312	0.174045257593062
Marf1	0.394	-0.039	0.446	1736	0.156356273698594
Spidr	0.37	-0.108	0.406	933	0.153761033872045
Zmat3	0.507	0.234	0.596	290	0.168324585352414
Fgd4	0.363	-0.14	0.392	766	0.155203992212538
Tmem191	0.579	0.497	0.724	302	0.168190724792106
Ccn4	0.547	0.295	0.625	367	0.17940989790974
Pi4ka	0.473	0.164	0.55	2044	0.161255352298601
Slc7a4	0.515	0.308	0.626	635	0.157181094701659
Klhl22	0.509	0.263	0.605	634	0.165116811152482
Scarf2	0.619	0.5	0.737	833	0.183107276390346
Ccn5	0.54	0.297	0.624	251	0.181490285122366
Wiz	0.518	0.231	0.589	956	0.158694535776702
Cyp2ab1	0.55	0.349	0.649	280	0.157377443467365
Eif2b5	0.459	0.191	0.566	717	0.159355937396379
Rtp2	0.662	0.57	0.77	223	0.178217352011127
Uts2b	0.328	-0.214	0.346	113	0.154874440963758
Atp13a4	0.405	0.042	0.483	1193	0.154712825299525
Wnt1	0.648	0.62	0.794	370	0.170761528906747
Atp13a3	0.326	-0.22	0.346	1249	0.150567756172565
Wnt10a	0.647	0.554	0.759	417	0.174242480678512
Tmem44	0.555	0.382	0.664	433	0.166427849680129
Lsg1	0.431	0.066	0.502	644	0.161328694919998
Fam43a	0.621	0.535	0.751	424	0.173982062235676
Wnt10b	0.577	0.451	0.703	389	0.173700372071421
Pak2	0.387	-0.088	0.423	524	0.157699901058294
Nrros	0.537	0.427	0.688	721	0.164824525165857
Wnt11	0.615	0.525	0.746	354	0.183965701279903
Ubxn7	0.361	-0.13	0.398	489	0.149239882864765
Muc20	0.417	-0.001	0.471	688	0.139223975920958
Wnt9b	0.625	0.475	0.719	359	0.188810482799561
Adcy5	0.625	0.529	0.747	1262	0.174763925218044
Wnt2	0.51	0.237	0.595	360	0.177973363695509
Slc49a4	0.422	0.222	0.575	478	0.14684177358153
Golgb1	0.422	0.111	0.523	3238	0.166032540171436
Wnt2b	0.541	0.338	0.644	389	0.171329781502964
Poglut1	0.406	0.028	0.476	392	0.150469658831576
Wnt3	0.632	0.527	0.748	355	0.183319117752863
Wnt3a	0.597	0.457	0.712	352	0.178848695069655
Wnt4	0.609	0.52	0.744	351	0.176418804550008
Dzip3	0.32	-0.269	0.321	1204	0.150769204595292
Cip2a	0.304	-0.214	0.339	907	0.149245395430098
Wnt5a	0.54	0.351	0.657	380	0.180954693723709
Wnt5b	0.626	0.506	0.737	359	0.18850873566969
Wnt6	0.582	0.448	0.702	364	0.172288154182821
Wnt7a	0.645	0.547	0.759	349	0.191695544216763
Wnt7b	0.676	0.637	0.806	353	0.188224679817165
Impg2	0.365	-0.12	0.403	1243	0.145854083415179
Wnt8b	0.578	0.443	0.703	368	0.18011327861277
Ftdc2	0.361	-0.149	0.395	192	0.149090995277006
Cldnd1	0.476	0.254	0.598	253	0.16425609296975
Wrn	0.35	-0.138	0.391	1401	0.155641404904222
Dctn6	0.494	0.215	0.578	195	0.162942229873515
Csnka2ip	0.352	-0.125	0.402	276	0.146606099163877
Wt1	0.573	0.416	0.694	517	0.161105310416564
Speer2	0.408	0.064	0.494	264	0.158251285462717
Xbp1	0.454	0.226	0.583	267	0.150720666180387
Rbm11	0.445	0.034	0.491	238	0.162481212152153
Xdh	0.487	0.213	0.581	1335	0.164895526552979
Xirp1	0.487	0.202	0.575	1132	0.158779610608337
Xk	0.494	0.34	0.64	446	0.159905134911137
Cyyr1	0.535	0.322	0.635	165	0.171855977717793
Xlr	0.33	-0.301	0.316	208	0.153300046680525
Map3k7cl	0.494	0.231	0.59	142	0.172987788042108
Scaf4	0.397	-0.12	0.41	1209	0.149627034253634
Setd4	0.469	0.233	0.584	439	0.159487236063011
Xlr3a	0.376	-0.096	0.408	221	0.155876461671718
Zdhhc14	0.511	0.284	0.619	489	0.155425729670394
Xlr3c	0.362	-0.13	0.39	226	0.156827294299595
Nox3	0.432	0.101	0.518	568	0.156722919128951
Tfb1m	0.359	-0.072	0.42	345	0.149622581087561
Acat3	0.408	0.015	0.478	397	0.165213394723695
Vmn2r98	0.338	-0.194	0.358	857	0.147793379220637
Vmn2r102	0.332	-0.229	0.34	857	0.148785065974833
Vmn2r106	0.333	-0.213	0.347	862	0.149556133299883
Vmn2r110	0.329	-0.221	0.345	858	0.149136224331792
Zfp160	0.335	-0.318	0.311	650	0.155215961152692
Zfp758	0.327	-0.335	0.294	583	0.163803842462566
Flywch1	0.546	0.335	0.643	673	0.166528314924646
Tbc1d24	0.533	0.33	0.642	561	0.167130728663458
Traf7	0.553	0.36	0.659	669	0.169578273995547
Rab40c	0.598	0.497	0.729	281	0.170797563770252
Bnip1	0.469	0.274	0.605	228	0.159535818012021
Lemd2	0.682	0.694	0.833	511	0.164679030039252
Ilrun	0.464	0.202	0.582	291	0.151053062317926
Uhrf1bp1	0.519	0.304	0.628	1429	0.162199346650829
Anks1	0.573	0.414	0.688	1189	0.167146799889871
Zfp523	0.584	0.387	0.68	568	0.170137210741803
Slc26a8	0.469	0.209	0.573	999	0.157920167021548
Btbd9	0.446	0.17	0.553	612	0.160154765447928
Slc37a1	0.537	0.38	0.664	531	0.161579453398211
Zfp472	0.367	-0.21	0.367	534	0.165075051068746
Zfp81	0.339	-0.288	0.323	531	0.158216813138879
Adamts10	0.524	0.247	0.599	1104	0.171279003581197
Marchf2	0.458	0.181	0.556	287	0.161876480065459
Vps52	0.542	0.388	0.667	723	0.162792665785073
Bag6	0.477	0.095	0.522	1154	0.156783721080169
Abcf1	0.542	0.327	0.642	837	0.176994472261112
H2-M10.4	0.435	0.08	0.506	331	0.155828093525901
H2-M1	0.406	0.023	0.472	344	0.149493965128008
H2-M10.5	0.429	0.073	0.502	330	0.160127085185426
Trim31	0.458	0.148	0.546	507	0.16739318860535
Adgrf5	0.441	0.123	0.531	1348	0.156611836317721
Enpp4	0.374	-0.061	0.431	456	0.148398755394832
Clic5	0.588	0.423	0.691	251	0.172887980502807
Aars2	0.528	0.345	0.648	980	0.16099875870363
Tmem63b	0.591	0.501	0.731	832	0.165700283842515
Lrrc73	0.554	0.422	0.684	316	0.162567435800061
Abcc10	0.532	0.365	0.653	1526	0.161175087222312
Rrp36	0.524	0.331	0.638	226	0.165563246753404
Pex6	0.516	0.354	0.649	981	0.155713591971873
Ubr2	0.429	0.1	0.517	1755	0.160525228489319
AI661453	0.501	0.162	0.56	1206	0.146700152087589
Usp49	0.543	0.432	0.692	685	0.16314763641193
Treml4	0.446	0.147	0.546	264	0.152182881562097
Plcl2	0.453	0.13	0.537	1128	0.163046504735212
Zfp959	0.307	-0.408	0.258	539	0.157746555419049
Dpp9	0.606	0.474	0.72	862	0.16728165426852
Safb2	0.492	0.227	0.588	991	0.165222736819754
Safb	0.484	0.183	0.566	937	0.162238510670127
Micos13	0.521	0.267	0.613	119	0.1654289967501
Dus3l	0.576	0.416	0.686	637	0.169368371245965
Crb3	0.509	0.31	0.628	117	0.150100944891129
Vmn2r120	0.356	-0.136	0.39	856	0.14851240163821
Pja2	0.373	-0.178	0.384	707	0.157038568190353
Dlgap1	0.566	0.401	0.682	992	0.162375428636777
Pcare	0.482	0.179	0.563	1279	0.156995168407615
Lclat1	0.4	0.054	0.486	376	0.152056290260035
Fez2	0.539	0.365	0.662	375	0.167449925978327
Srsf7	0.292	-0.36	0.252	238	0.125204021189249
Map4k3	0.374	-0.055	0.437	894	0.150048727394077
Kcng3	0.585	0.525	0.74	433	0.162742500128025
Ttc7	0.593	0.476	0.717	858	0.171621184757205
Fbxo11	0.337	-0.226	0.35	930	0.149025778364347
Svil	0.445	0.112	0.526	2170	0.15680594086578
Wac	0.325	-0.339	0.296	646	0.142792694472662
Gjd4	0.483	0.245	0.593	364	0.157095927378561
Thoc1	0.317	-0.258	0.328	657	0.148285450950106
Mib1	0.373	-0.108	0.41	1006	0.167435070108227
Rbbp8	0.333	-0.268	0.331	893	0.151406761279203
Ankrd29	0.415	0.073	0.498	309	0.160568153440876
Hrh4	0.386	-0.04	0.436	391	0.150724596342439
Zfp521	0.549	0.355	0.661	1311	0.1784975230485
Rsl24d1	0.513	0.28	0.617	163	0.183293479847914
Dsg1b	0.358	-0.165	0.381	1060	0.145710215178018
Gm4836	0.297	-0.396	0.269	212	0.146861666468026
Klhl14	0.547	0.368	0.662	630	0.163542524703347
Ino80c	0.487	0.141	0.548	191	0.167150843998199
Rprd1a	0.359	-0.042	0.438	312	0.15288198953315
Fhod3	0.473	0.168	0.554	1578	0.159099302976367
Pik3c3	0.424	0.076	0.505	887	0.15807275441092
Ammecr1l	0.405	-0.013	0.459	310	0.150870479555916
Lims2	0.627	0.477	0.723	341	0.196189219585411
Wdr36	0.341	-0.127	0.394	899	0.147604786169853
Fam13b	0.334	-0.198	0.359	851	0.150683903110849
Reep2	0.53	0.309	0.63	254	0.158905956963658
Etf1	0.317	-0.238	0.338	437	0.147703328867684
Apbb3	0.451	0.085	0.511	486	0.165449275380191
Rell2	0.47	0.16	0.554	303	0.155240104489809
Rbm27	0.349	-0.204	0.36	1005	0.14729687748549
Gm94	0.409	-0.007	0.461	93	0.146386813734836
Pggt1b	0.451	0.171	0.553	377	0.163176300539717
Ticam2	0.426	0.119	0.531	232	0.153093813693637
Fam170a	0.453	0.077	0.519	333	0.163579260152672
Prdm6	0.593	0.453	0.711	596	0.168305017284412
Cep120	0.419	0.073	0.502	988	0.160125232584287
Slc27a6	0.416	0.073	0.503	619	0.157956490609902
Minar2	0.395	-0.007	0.459	193	0.155013302505735
Gm4841	0.348	-0.161	0.377	417	0.154637370885284
Pde6a	0.554	0.374	0.666	860	0.170969733014392
Sh3tc2	0.492	0.276	0.607	1289	0.163553425755025
Onecut2	0.6	0.502	0.735	505	0.160311768979948
Alpk2	0.423	0.032	0.49	2144	0.159173157127681
Grp	0.481	0.265	0.607	146	0.159732912395938
Cplx4	0.41	0.006	0.477	160	0.169430112141031
Mppe1	0.43	0.132	0.528	397	0.157395618102597
Prelid3a	0.558	0.406	0.679	172	0.164715776742234
Cep76	0.349	-0.146	0.384	659	0.150993071472054
Mapk4	0.599	0.478	0.72	583	0.168195353566044
St8sia5	0.621	0.539	0.753	412	0.162803421373947
Rnf165	0.566	0.397	0.678	347	0.156359933483301
Haus1	0.355	-0.047	0.433	278	0.153020244733873
Zadh2	0.497	0.268	0.609	377	0.16513094549931
Cd226	0.351	-0.104	0.403	333	0.146140539560159
Plaat3	0.491	0.243	0.592	162	0.169431566354403
Ppp2r5b	0.563	0.422	0.688	497	0.160096728358279
Snx32	0.515	0.319	0.631	404	0.163163611703782
Catsper1	0.464	0.205	0.574	686	0.147663147138227
Rin1	0.517	0.282	0.612	763	0.156155974771338
Npas4	0.484	0.154	0.55	802	0.152656347876821
Lrfn4	0.549	0.377	0.662	636	0.160989454300885
Kdm2a	0.407	0.028	0.476	1161	0.155693660655191
Gstp3	0.545	0.365	0.655	210	0.163942597117117
Ndufs8	0.562	0.322	0.635	212	0.173282511494066
Kmt5b	0.415	0.025	0.482	883	0.159964945378105
Atrx	0.323	-0.297	0.315	2476	0.154125994580958
Taf6l	0.5	0.278	0.612	623	0.153772986349466
Ubxn1	0.435	0.083	0.505	297	0.15963971714578
Eml3	0.462	0.169	0.557	897	0.156613164765795
Xpa	0.448	0.127	0.537	272	0.167530038328415
Myrf	0.584	0.377	0.671	1112	0.161657790415198
Xpc	0.496	0.192	0.571	930	0.170186722983574
Cyb561a3	0.5	0.298	0.619	242	0.153481468296509
Tkfc	0.444	0.109	0.522	578	0.164663348620577
Ercc5	0.391	-0.082	0.425	1170	0.153048364290067
Oosp2	0.319	-0.252	0.335	168	0.156269883958421
Oosp3	0.311	-0.22	0.341	195	0.150129779028012
Patl1	0.375	-0.093	0.409	770	0.144431476607566
Xrcc1	0.532	0.289	0.625	631	0.16044122491083
Xrcc5	0.396	-0.019	0.458	732	0.161305595397976
Slc6a18	0.516	0.329	0.636	615	0.159006531601422
Slc6a20b	0.535	0.351	0.651	635	0.15969720361991
Nmrk1	0.38	-0.061	0.435	195	0.154414072651102
D030056L22Rik	0.57	0.429	0.697	162	0.162363203707326
Trpm6	0.408	0.048	0.49	2028	0.153355973422018
Rorb	0.468	0.191	0.567	470	0.172471620548656
Yap1	0.499	0.225	0.592	488	0.15181041310541
Abhd17b	0.361	-0.169	0.374	288	0.156058663473048
Trpm3	0.461	0.194	0.565	1721	0.156215347248783
Smc5	0.344	-0.115	0.398	1087	0.152617442428149
Tmem252	0.512	0.26	0.601	183	0.16258638102513
Pgm5	0.486	0.218	0.579	567	0.157953443560722
Cbwd1	0.307	-0.197	0.355	393	0.152448591513426
Dmrt2	0.465	0.189	0.571	561	0.161884484074651
Glis3	0.472	0.146	0.549	935	0.154365896409851
Ybx1	0.445	0.043	0.498	322	0.152524466013126
Ric1	0.402	0.013	0.47	1422	0.152647211725382
Ermp1	0.435	0.139	0.538	898	0.153833455613512
Hectd2	0.338	-0.187	0.365	775	0.147242385408655
Myof	0.434	0.09	0.513	2048	0.156524997500223
Cyp2c70	0.366	-0.096	0.41	489	0.151470065670809
Opalin	0.398	-0.009	0.453	143	0.136886201428277
Yes1	0.316	-0.311	0.304	541	0.144400348568119
Ubtd1	0.575	0.352	0.65	227	0.167516424506805
Morn4	0.494	0.232	0.594	146	0.154364888698584
Cox15	0.436	0.158	0.541	413	0.150350746341629
Cyp2c23	0.457	0.193	0.563	494	0.156873781727105
Erlin1	0.408	-0.016	0.457	348	0.161407349392285
Slf2	0.334	-0.216	0.35	1163	0.146411485822222
Twnk	0.434	0.147	0.538	685	0.152090133667374
Lzts2	0.55	0.361	0.657	671	0.160136412196435
Dpcd	0.495	0.283	0.619	203	0.169200911774528
Pprc1	0.428	0.008	0.475	1644	0.153011784792706
Wbp1l	0.548	0.308	0.632	385	0.164748058557323
Ina	0.648	0.616	0.792	501	0.168491120191858
Taf5	0.404	0.036	0.49	801	0.152954278351305
Siae	0.411	-0.006	0.467	541	0.151512905417376
Habp2	0.507	0.26	0.611	517	0.175736462099522
Plekhs1	0.407	0.034	0.484	474	0.154961831933948
Map3k19	0.398	-0.03	0.451	1311	0.154989298293533
Afap1l2	0.578	0.399	0.68	843	0.174459633151405
Ablim1	0.494	0.212	0.58	861	0.161859262514849
Fhip2a	0.467	0.242	0.591	764	0.161379172409944
Atrnl1	0.42	0.031	0.489	1378	0.165811593704827
Slc23a3	0.446	0.153	0.537	611	0.153977692579535
Eno4	0.453	0.177	0.559	618	0.15940182556713
Ywhae	0.405	0.019	0.473	255	0.168219797006745
Prlhr	0.613	0.536	0.746	370	0.16210001957114
Ywhag	0.767	0.779	0.882	247	0.191804457543742
Ywhah	0.494	0.233	0.591	246	0.176313720900645
Ywhaq	0.49	0.243	0.595	245	0.170101143890628
Npbwr1	0.586	0.531	0.744	329	0.161153954899292
Ywhaz	0.412	0.036	0.487	245	0.165133314292795
Yy1	0.611	0.474	0.725	414	0.180689670660067
Plagl1	0.527	0.195	0.577	704	0.167109359120239
Zan	0.522	0.228	0.597	5420	0.18095921091653
Tmem185b	0.49	0.322	0.626	350	0.151204707356897
Epb41l5	0.354	-0.173	0.374	731	0.149071689431942
Cfap221	0.432	0.112	0.522	836	0.154797485059935
C1ql2	0.612	0.474	0.725	287	0.168872617258124
Zap70	0.649	0.541	0.755	618	0.175696640269451
Zfp1	0.48	0.227	0.59	403	0.166810693047302
Rab3gap1	0.385	-0.061	0.432	981	0.158076599825408
Zranb3	0.414	0.017	0.473	1069	0.162700642899255
R3hdm1	0.384	-0.111	0.414	1135	0.145820812717925
Lct	0.496	0.239	0.595	1931	0.158963165695891
Dars	0.337	-0.201	0.357	501	0.152906864657815
Yod1	0.413	0.039	0.484	343	0.154093446697669
Dyrk3	0.493	0.269	0.607	586	0.160496550841008
Zbtb17	0.587	0.424	0.697	794	0.180522481535444
Rab7b	0.458	0.133	0.534	199	0.161309733074278
Rab29	0.511	0.284	0.621	204	0.162849762552404
Zfp101	0.352	-0.272	0.336	612	0.162015539690609
Ipo9	0.47	0.169	0.555	1040	0.162791234718217
Igfn1	0.429	0.041	0.494	2849	0.156859831015223
Ascl5	0.663	0.613	0.796	188	0.154742012299304
Rnf103	0.334	-0.2	0.357	683	0.147698469389613
Zfp281	0.411	-0.011	0.47	893	0.150707085530167
Zfp105	0.393	-0.059	0.444	524	0.165841327831861
Zbtb41	0.369	-0.152	0.391	908	0.158797290291424
Zfp11	0.505	0.236	0.597	647	0.17984349036701
Odr4	0.31	-0.283	0.313	447	0.147146245680038
Smg7	0.394	-0.073	0.431	1146	0.14793929475501
Nmnat2	0.566	0.391	0.672	307	0.16664043805084
Lamc1	0.522	0.254	0.606	1607	0.181383723585118
Mkrn3	0.454	0.076	0.51	544	0.168726953192681
Rasal2	0.432	0.078	0.507	1286	0.154248403897177
Cryzl2	0.475	0.21	0.579	350	0.164730488797625
Dars2	0.368	-0.028	0.444	653	0.150567988430167
Zfp13	0.58	0.39	0.68	505	0.171482101346762
Klhl20	0.378	-0.028	0.447	604	0.149957095728299
Aph1a	0.46	0.224	0.576	265	0.14879107527891
Suco	0.316	-0.331	0.299	1254	0.144423382067073
Prrc2c	0.35	-0.264	0.337	2846	0.145189360292288
Fmo4	0.377	-0.047	0.436	560	0.147772554176343
Fmo6	0.459	0.111	0.526	532	0.156696988133002
Pcgf2	0.541	0.347	0.654	342	0.16368468147086
Tiprl	0.366	-0.085	0.42	271	0.149643964696951
Rcsd1	0.486	0.112	0.537	412	0.160222831371711
Gm4846	0.43	0.101	0.519	538	0.151726818084687
Gm4847	0.409	0.066	0.5	537	0.152863502501501
Zfp148	0.388	-0.092	0.426	794	0.152970581788043
Fam78b	0.627	0.513	0.738	261	0.158753357499039
Atf6	0.401	-0.024	0.456	656	0.148633533854459
Ndufs2	0.479	0.204	0.571	463	0.159526412105629
Arhgap30	0.425	0.045	0.493	1093	0.156397717381913
Tstd1	0.418	0.012	0.469	133	0.161776695255675
Zbtb14	0.512	0.255	0.608	449	0.171339745362863
Sf1	0.465	0.046	0.5	639	0.150669889670829
Ifi207	0.335	-0.301	0.312	978	0.139865509479662
Ifi205	0.364	-0.185	0.378	404	0.153539952765025
Trim26	0.528	0.316	0.633	545	0.168683850233214
Rnf112	0.502	0.294	0.619	654	0.166719926874213
Becn2	0.481	0.27	0.607	447	0.166271143736012
Zfp185	0.43	0.015	0.478	486	0.159048969963884
Cnst	0.464	0.111	0.532	711	0.165031798139825
Ahctf1	0.315	-0.261	0.326	2243	0.146061696766792
Cdc42bpa	0.355	-0.131	0.393	1732	0.153671009697879
Wdr26	0.394	0.056	0.495	641	0.15635300368165
C130074G19Rik	0.638	0.561	0.764	141	0.171628442335105
Mark1	0.45	0.155	0.549	795	0.15301365963215
Zfp2	0.364	-0.203	0.371	459	0.159541223164635
Slc30a10	0.556	0.419	0.687	470	0.168857660991128
Lyplal1	0.38	-0.016	0.456	239	0.152486491720836
Zfp207	0.325	-0.455	0.24	495	0.143565184838111
Zfand5	0.338	-0.331	0.307	213	0.15886835514682
Kctd3	0.465	0.178	0.563	815	0.154941822213104
Smyd2	0.587	0.446	0.704	433	0.180014577704241
Vash2	0.574	0.435	0.695	355	0.163157959202424
Flvcr1	0.489	0.302	0.623	560	0.153337331139936
Ppp2r5a	0.42	0.074	0.501	486	0.155564788534168
